1520,nu	1.0
1564,nu	1.0
1575,nu	1.0
1597,nu	1.0
1630,nu	1.3717948717948718
1635,chi	1.0
1641,nu	1.135135135135135
1652,nu	1.1370558375634519
1663,nu	1.8419117647058822
1674,nu	1.1851851851851851
1685,nu	2.0265151515151514
1696,nu	1.9114219114219113
1701,chi	1.0
1712,chi	1.2222222222222223
1723,chi	1.3333333333333333
1734,chi	1.1428571428571428
1740,nu	2.686211512717537
1745,chi	1.0
1751,nu	3.376130978026713
1756,chi	1.2
1762,nu	2.50109249817917
1767,chi	1.5
1773,nu	3.33011583011583
1778,chi	1.6111111111111112
1784,nu	3.534438193705337
1789,chi	1.6785714285714286
1795,nu	4.111286254728878
1800,chi	1.5625
1806,haw	1.5
1811,chi	3.031496062992126
1817,haw	1.5
1822,chi	2.366863905325444
1828,haw	1.4285714285714286
1833,chi	2.495
1839,haw	2.4761904761904763
1844,chi	2.9853479853479854
1850,nu	6.7333605820322076
1855,chi	3.8085714285714287
1861,nu	7.345996214000845
1866,chi	3.5754985754985755
1872,nu	7.284256642977424
1877,chi	3.7435897435897436
1883,nu	8.648453348135439
1888,chi	3.7452006980802794
1894,nu	8.239236837727324
1899,chi	4.519633507853404
1905,haw	3.11340206185567
1910,chi	4.112054329371817
1916,haw	3.9056603773584904
1921,chi	3.948759007205765
1927,haw	3.674074074074074
1932,chi	3.1361621279290692
1938,haw	2.949238578680203
1943,chi	3.2695086705202314
1949,haw	3.2432432432432434
1954,chi	3.770614035087719
1960,nu	9.590848167449588
1965,chi	5.139596602972399
1971,nu	12.378643851544862
1976,chi	5.804180194805195
1982,nu	13.563229057776242
1987,chi	6.495348035837353
1993,nu	16.287687320531226
1998,chi	8.720090293453724
2004,nu	24.206650399619015
1541,nu	1.0
1563,nu	1.0
1574,nu	1.0
1640,nu	1.1875
1651,nu	1.2805429864253393
1662,nu	1.1132075471698113
1673,nu	1.6122448979591837
1684,nu	1.7942196531791907
1695,nu	1.8977505112474438
1702,chi	1.0
1713,chi	1.0
1724,chi	1.3043478260869565
1735,chi	1.75
1746,chi	1.0
1750,nu	3.0736619988490315
1757,chi	1.4444444444444444
1761,nu	3.487472160356347
1768,chi	1.5
1772,nu	3.0146604938271606
1779,chi	1.0952380952380953
1780,haw	1.5
1783,nu	3.719756144027434
1791,haw	3.0
1794,nu	4.1219987596349785
1801,chi	1.4857142857142858
1807,haw	1.0
1812,chi	2.255813953488372
1818,haw	3.8
1823,chi	2.3759398496240602
1829,haw	2.56
1834,chi	3.1393034825870645
1845,chi	2.902439024390244
1856,chi	3.9318181818181817
1860,nu	7.389488715012167
1867,chi	3.278735632183908
1871,nu	6.91707124864553
1878,chi	3.363106796116505
1882,nu	8.055329887992922
1889,chi	3.6959847036328872
1890,haw	2.3943661971830985
1893,nu	8.043646058143963
1900,chi	4.494857142857143
1906,haw	3.472
1909,nu	8.566545645882663
1911,chi	3.7364620938628157
1917,haw	3.3934426229508197
1922,chi	4.232655921513665
1928,haw	2.82
1933,chi	2.8069599474720945
1939,haw	3.7051282051282053
1944,chi	3.0934579439252334
1955,chi	3.78390522875817
1966,chi	5.40584246218049
1970,nu	12.320418121449666
1977,chi	5.826220134776394
1981,nu	13.191650928124325
1988,chi	6.635962763351299
1992,nu	16.66826279245113
1999,chi	8.883349269225516
2000,haw	7.935534591194968
2003,nu	23.320162863651795
1584,nu	1.0
1595,nu	1.4264705882352942
1637,chi	1.0
1648,chi	1.0
1650,nu	1.2769953051643192
1661,nu	1.2463768115942029
1672,nu	1.2434782608695651
1683,nu	2.000609384521633
1694,nu	2.0147965474722564
1703,chi	1.0
1714,chi	1.25
1725,chi	1.0
1736,chi	1.5
1747,chi	1.0
1758,chi	1.0869565217391304
1760,nu	3.4066330209084357
1769,chi	1.4
1770,haw	1.0
1771,nu	3.6352238805970147
1782,nu	3.637241379310345
1792,haw	1.0
1793,nu	4.333020857745488
1802,chi	1.6627906976744187
1808,haw	1.6
1809,nu	5.515309779825909
1813,chi	1.8229166666666667
1819,haw	2.142857142857143
1824,chi	3.251497005988024
1835,chi	3.9852216748768474
1846,chi	3.755813953488372
1857,chi	3.8117283950617282
1868,chi	3.561046511627907
1870,nu	6.438052818189847
1879,chi	3.231818181818182
1880,haw	2.0
1881,nu	8.116247090033024
1891,haw	2.673076923076923
1892,nu	8.420903338424612
1901,chi	4.110989010989011
1907,haw	3.7941176470588234
1908,nu	8.94110398727528
1912,chi	3.978021978021978
1918,haw	3.976470588235294
1919,nu	7.992521656241862
1923,chi	3.485216072782411
1929,haw	3.1259259259259258
1934,chi	3.3050271739130435
1945,chi	3.222299168975069
1956,chi	4.229735405291894
1967,chi	5.636163445069733
1978,chi	5.701559020044543
1980,nu	13.203954666807537
1989,chi	6.981664540816326
1990,haw	6.036468330134357
1991,nu	15.721571645097354
2001,haw	8.020602218700475
2002,nu	22.192776867147533
1572,nu	1.0
1594,nu	1.0
1660,nu	1.3707865168539326
1671,nu	1.2871287128712872
1682,nu	2.025202520252025
1693,nu	1.5949764521193093
1704,chi	1.0
1709,nu	2.4661095636026
1715,chi	1.0
1726,chi	1.2857142857142858
1737,chi	1.1111111111111112
1748,chi	1.0
1759,chi	1.2
1760,haw	2.5
1770,nu	3.214227576102881
1781,nu	3.7778608825729245
1782,haw	1.0
1792,nu	4.479982304799823
1793,haw	1.0
1803,chi	1.9081632653061225
1808,nu	5.724690146030188
1809,haw	1.6666666666666667
1814,chi	2.7663551401869158
1819,nu	5.604121776603878
1825,chi	3.0294117647058822
1836,chi	2.8798076923076925
